,nombre,company,cargo,más info,speaker_bio,url_linkedin,url_TW
42,Margarita Martínez Aguiló,Gladtolink,CEO y Co-fundadora,https://www.des-madrid.com/agenda-2021-speakers/margarita-martinez-aguilo/,"Ingeniera Informática en UAB y Postgrado en Gestión de Empresas UIB. Se inicia en Viva air, especializándose en la optimización de procedimientos internos. En Cadena Riu Hoteles será responsable del Datacenter. DocOnTime desarrolla la estrategia comercial de tramitación de facturas electrónicas. Funda con el equipo directivo DocOnYou, primera plataforma tecnológica de tramitación electrónica de facturas. Perfila el nuevo concepto de plataformas NO-CODE, reorienta el producto y funda Gladtolink.",https://www.linkedin.com/in/margamartinezaguilo/,https://twitter.com/@MargaMartinezA
43,Maria Abad Baides,Winning by Design,Managing Partner,https://www.des-madrid.com/agenda-2021-speakers/maria-abad-baides/,"María Abad is managing partner of Winning by Design in Spain. A Silicon Valley sales consultancy that helps B2B companies in their transformation to hypergrowth and remote selling models. With more than 10 years of experience in Digital Marketing in technological and automotive companies and many others in Sales Management and business development through channel, María Abad is AMP-Promociona by ESADE and Master in Sales Management and Marketing by ESIC.",https://www.linkedin.com/in/mariaabadbaides/,https://twitter.com/@mariaabadb
44,Maria Adelina Lucas-Torres Rubio,MyDataMood.es,CEO & Cofounder,https://www.des-madrid.com/agenda-2021-speakers/maria-adelina-lucas-torres-rubio/,"Maria Adelina Lucas-Torres. CEO de MyDataMood. Ingeniera informática con dilatada experiencia en la aplicación de tecnología disruptiva en modelos de negocio a nivel global. Desde hace años he dirigido proyectos tecnológicos con foco en analítica, economía del dato y gobernanza. Tras la venta de su anterior proyecto emprendedor lidera, MyDataMood, esta iniciativa absolutamente disruptiva.",https://www.linkedin.com/in/mariaadelinalucas/,TW no disponible
45,María Barceló,ESADE,Executive Master in Digital Business Director,https://www.des-madrid.com/agenda-2021-speakers/maria-barcelo/,Consultant in Digital Transformation for Companies and Advisor on Steering Committees and Start Ups.,https://www.linkedin.com/in/maria-barcelo-llauger-bb36711/,TW no disponible
46,María Benjumea,South Summit,CEO,https://www.des-madrid.com/agenda-2021-speakers/maria-benjumea/,"Fundadora y CEO de Spain Startup, entidad organizadora de South Summit, una plataforma global de conexión para generar negocio en el ecosistema de la innovación. En sólo ocho años, South Summit se ha convertido en el encuentro líder de innovación con más de 52.000 espectadores en su última edición virtual. Además, las startups finalistas de anteriores ediciones del encuentro han levantado más de 4.300 millones de dólares en inversión y cerrado multitud de acuerdos con corporaciones. ",no disponible,no disponible
47,María Gálvez,Plataforma pacientes,CEO,https://www.des-madrid.com/agenda-2021-speakers/maria-galvez/,"Graduating in Sociology with a Master’s Degree in Not-for-Profit Organisations Management, Maria Galvez is the Director of the Spanish Patients Platform since 2016.",https://www.linkedin.com/in/mariagalvezsierra/,https://twitter.com/@mgalsie
48,Maria Gomez Saenz, Event Manager Association Spain (EMA),President,https://www.des-madrid.com/agenda-2021-speakers/maria-gomez-saenz/,"María Gómez is the current President of the EMA (Event Manager Association Spain) where she is leading the new strategy and growth of the Association, and the Head of EMEA Events in Amadeus IT Group where as part of the Corporate Marketing function, is heading the strategy of unifying processes and improving the measurement of events in the EMEA region along with the Digital Marketing department.",https://www.linkedin.com/in/mariagomezsaenz/,TW no disponible
49,María Gutiérrez,HIWOOK,CEO,https://www.des-madrid.com/agenda-2021-speakers/maria-gutierrez/,"Entrepreneur and businesswoman passionate about bringing to light the hidden talent of people. Engineer and Psychologist. Author of the book “Talent and Diversity” I am defined by the fact that I have been an entrepreneur since before I was 20. I have co-founded and managed 7 business projects, including the startup CITIBOX, from which I left in December 2017 to launch Hiwook, a project that combines my true passions: Psychology, Technology and Business. I am part of EJE&CON, WA4STEAM.",https://www.linkedin.com/in/mariagutierrezmenendez/,https://twitter.com/@mariagutim
50,María José Monferrer Freire,Eje&amp;Con,VP Digital Innovation & ForoTech,https://www.des-madrid.com/agenda-2021-speakers/maria-jose-monferrer-freire/,"Telecom Engineer who is passionate for innovation, recognized expert and leader with extensive experience heading initiatives for digital and cultural transformation. Deep understanding of technology, its evolution and impact. Broad business acumen acquired throughout the 25 year multinational and multicultural environment in different roles: management consulting, sales, operations and procurement. Accelerating technological entrepreneurship. Co-founder EJE&CON and Scientific Advisory Board Fundación Gadea. #STEAMmaker",https://www.linkedin.com/in/monferrer,https://twitter.com/@majosemonferrer
51,Maria Millan Losa,Consultor Independiente,Founder and CEO,https://www.des-madrid.com/agenda-2021-speakers/maria-millan-losa/,"Author of the book Understand, a methodology book to generate data-based human insights to respond to your particular business challenges and to lead in your market.",https://www.linkedin.com/in/mariamillan/,TW no disponible
52,Mariano Garrigues,KPMG en España,Socio de FS Consulting,https://www.des-madrid.com/agenda-2021-speakers/mariano-garrigues/,,no disponible,no disponible
53,Mariano Silveyra Andreu,Cabify,VP of Public Affairs,https://www.des-madrid.com/agenda-2021-speakers/mariano-silveyra-andreu/,"Mariano Silveyra is the former VP of Public Affairs at Cabify. Prior to this position, he has been leading Cabify’s business in Europe and its expansion since 2016. Cabify is a multi-mobility technology platform providing safety and quality services to millions of users, combined with an economically, socially and environmentally sustainable strategy to transform and improve the life of the cities",https://www.linkedin.com/in/marianosilveyra/,https://twitter.com/@msilveyraa
54,Mario de la Fuente Lloreda,Plataforma Tecnológica del Vino,Gerente de la Plataforma Tecnológica del Vino,https://www.des-madrid.com/agenda-2021-speakers/mario-de-la-fuente-lloreda/,,https://www.linkedin.com/in/ptvino/,https://twitter.com/@PT_Vino
55,Mario Lois,GE Women's Health,Global Head & Sr. Director of Artificial Intelligence,https://www.des-madrid.com/agenda-2021-speakers/mario-lois/,"Mario Lois is the Global Head & Senior Director of Artificial Intelligence for GE Healthcare Women’s Health business, leading GE’s global strategy to develop A.I. solutions that improve Breast Cancer diagnosis.",https://www.linkedin.com/in/mariolois,https://twitter.com/@MarioLoisG
56,Marisa Nassarre,Expertia Ingeniería y Logística,Director del Área de Proyectos de Transformación Digital,https://www.des-madrid.com/agenda-2021-speakers/marisa-nassarre/,"I began as a scientist and soon moved on to hold different management positions leading innovative teams in the Aerospace sector. I have always overcome my challenges by involving my teams and developing productive and happy environments. This has encouraged my passions: people and technology. Having expanded the scope of my career, I am currently working in the digital sector as a Director where I am fortunate to provide technological solutions alongside the brightest minds.",https://linkedin.com/in/marisa-nassarre,TW no disponible
57,Marita Guareño Lobo,sin cargo,Director del Área de Proyectos de Transformación Digital,https://www.des-madrid.com/agenda-2021-speakers/marita-guareno-lobo/,"Human Resources Director with a sound experience gained in top multinacional companies of different sectors, such as Schering-Plough -ater merged with Merck Sharp & Dohme-, BAT, Lloyd’s Register, Galderma- Nestlé Skin Health and Dentix.",https://www.linkedin.com/in/marita-guareno-lobo-humanresources/,https://twitter.com/@MaritaGuareno
58,Marius Gómez,T-Systems,Head of Sales - Public Sector,https://www.des-madrid.com/agenda-2021-speakers/marius-gomez/,"Computer Engineer, Master in Political Science & Diploma in Knowledge Management, collaborates with representative functions for several organisms like the official College of Computer Engineers, the Spanish Council for College association and the directors board for the Spanish Road Association. With more than 20 years of experience in the ICT sector, with different responsibilities in various companies, is now supporting public sector Digitalization at T-Systems Iberia as Head of Public Sector.",https://www.linkedin.com/in/marius-albert-gomez/,https://twitter.com/@MARIVSGOMEZ
59,Marjorie Netange,Reina Sofía School of Music,Director of Development and Communication,https://www.des-madrid.com/agenda-2021-speakers/marjorie-netange/,"The Reina Sofía School of Music was created in Madrid in 1991 as a social project to help both young people and musical culture. Today it is recognized as one of the best international music schools in Europe to train highly-talented young musicians. The School organizes more than 300 concerts a year, so as to bring the best music to all audiences. In 2021 we launched “Music with 5 senses”, an immersive VR educational experience for schoolchildren.",https://www.linkedin.com/in/marjorienetange/,https://twitter.com/@MarjorieNetange
0,Marlon Molina,Computerworld University,CWU Certification Officer,https://www.des-madrid.com/agenda-2021-speakers/marlon-molina/,"Computer Engineer, TOP 5 Digital Transformation experts in EMEA according to Cherwell. Certification Officer in Computerworld University, and director for the Cybersecurity Lab Parlaments of America.",https://www.linkedin.com/in/marlonmolina,https://twitter.com/@MarlonMolina
1,Marta Fuentes del Castillo,Grupo Santalucia,Corporate Director People Transformation,https://www.des-madrid.com/agenda-2021-speakers/marta-fuentes-del-castillo/,"I have passion for Digital adoption and how it influences and transforms companies, cities and society. Strategy and Innovation are part of my DNA, I’m a polyvalent and changemaker leader with 20 years experience matured in multinational environments and Digital contexts. I covered different Leadership roles being responsible for People Strategy, Organization Effectiveness & Corporate Culture, Business Operations, Business Development and Digital Transformation.",https://www.linkedin.com/in/martafuentes,https://twitter.com/@MFCasti
2,Marta Jiménez,OMD Spain,Content & experience Director,https://www.des-madrid.com/agenda-2021-speakers/marta-jimenez/,Let’s create real & fun brands ,https://www.linkedin.com/in/marta-jimenez-/,TW no disponible
